IDCode,narrative_text
hazu473,"Behaviour summary: correct_level=medium, speed=slow, timing_variability=moderately variable, correct_streak=moderate, incorrect_streak=long, consecutive_correct=occasional."
gono087,"Behaviour summary: correct_level=medium, speed=slow, timing_variability=highly variable, correct_streak=short, incorrect_streak=short, consecutive_correct=occasional."
vury347,"Behaviour summary: correct_level=medium, speed=moderate, timing_variability=moderately variable, correct_streak=long, incorrect_streak=short, consecutive_correct=occasional."
copo281,"Behaviour summary: correct_level=low, speed=fast, timing_variability=moderately variable, correct_streak=short, incorrect_streak=long, consecutive_correct=rare."
heda014,"Behaviour summary: correct_level=high, speed=moderate, timing_variability=moderately variable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
powu461,"Behaviour summary: correct_level=high, speed=slow, timing_variability=moderately variable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
peqa279,"Behaviour summary: correct_level=high, speed=moderate, timing_variability=moderately variable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
lufy687,"Behaviour summary: correct_level=low, speed=moderate, timing_variability=highly variable, correct_streak=short, incorrect_streak=long, consecutive_correct=rare."
koze985,"Behaviour summary: correct_level=high, speed=slow, timing_variability=moderately variable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
hadi890,"Behaviour summary: correct_level=medium, speed=moderate, timing_variability=stable, correct_streak=moderate, incorrect_streak=long, consecutive_correct=occasional."
recu163,"Behaviour summary: correct_level=high, speed=slow, timing_variability=highly variable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
xyzi642,"Behaviour summary: correct_level=high, speed=slow, timing_variability=highly variable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
nejy388,"Behaviour summary: correct_level=low, speed=slow, timing_variability=highly variable, correct_streak=short, incorrect_streak=long, consecutive_correct=rare."
tezy480,"Behaviour summary: correct_level=medium, speed=fast, timing_variability=stable, correct_streak=moderate, incorrect_streak=short, consecutive_correct=occasional."
nawu690,"Behaviour summary: correct_level=medium, speed=moderate, timing_variability=moderately variable, correct_streak=long, incorrect_streak=long, consecutive_correct=frequent."
mofe780,"Behaviour summary: correct_level=low, speed=slow, timing_variability=highly variable, correct_streak=short, incorrect_streak=long, consecutive_correct=rare."
nily317,"Behaviour summary: correct_level=low, speed=slow, timing_variability=highly variable, correct_streak=short, incorrect_streak=long, consecutive_correct=rare."
roho333,"Behaviour summary: correct_level=low, speed=slow, timing_variability=highly variable, correct_streak=moderate, incorrect_streak=long, consecutive_correct=rare."
xime971,"Behaviour summary: correct_level=low, speed=moderate, timing_variability=moderately variable, correct_streak=short, incorrect_streak=long, consecutive_correct=rare."
muqo157,"Behaviour summary: correct_level=low, speed=slow, timing_variability=highly variable, correct_streak=short, incorrect_streak=long, consecutive_correct=rare."
riby296,"Behaviour summary: correct_level=medium, speed=moderate, timing_variability=stable, correct_streak=short, incorrect_streak=long, consecutive_correct=rare."
pala257,"Behaviour summary: correct_level=medium, speed=slow, timing_variability=moderately variable, correct_streak=long, incorrect_streak=moderate, consecutive_correct=occasional."
tuby409,"Behaviour summary: correct_level=medium, speed=fast, timing_variability=moderately variable, correct_streak=long, incorrect_streak=long, consecutive_correct=frequent."
hoxo855,"Behaviour summary: correct_level=low, speed=slow, timing_variability=highly variable, correct_streak=short, incorrect_streak=moderate, consecutive_correct=rare."
qixy634,"Behaviour summary: correct_level=high, speed=slow, timing_variability=highly variable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
niri091,"Behaviour summary: correct_level=medium, speed=moderate, timing_variability=highly variable, correct_streak=moderate, incorrect_streak=short, consecutive_correct=occasional."
lazi600,"Behaviour summary: correct_level=high, speed=moderate, timing_variability=stable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
qedo478,"Behaviour summary: correct_level=low, speed=moderate, timing_variability=moderately variable, correct_streak=moderate, incorrect_streak=long, consecutive_correct=rare."
ruhu758,"Behaviour summary: correct_level=high, speed=slow, timing_variability=moderately variable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
cima563,"Behaviour summary: correct_level=high, speed=slow, timing_variability=highly variable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
lyzy104,"Behaviour summary: correct_level=medium, speed=slow, timing_variability=highly variable, correct_streak=short, incorrect_streak=short, consecutive_correct=rare."
xafy802,"Behaviour summary: correct_level=medium, speed=slow, timing_variability=moderately variable, correct_streak=moderate, incorrect_streak=short, consecutive_correct=occasional."
bacy598,"Behaviour summary: correct_level=low, speed=fast, timing_variability=stable, correct_streak=short, incorrect_streak=long, consecutive_correct=rare."
kexi927,"Behaviour summary: correct_level=low, speed=fast, timing_variability=stable, correct_streak=short, incorrect_streak=long, consecutive_correct=rare."
cumo221,"Behaviour summary: correct_level=high, speed=moderate, timing_variability=moderately variable, correct_streak=long, incorrect_streak=short, consecutive_correct=occasional."
kami789,"Behaviour summary: correct_level=low, speed=moderate, timing_variability=moderately variable, correct_streak=short, incorrect_streak=short, consecutive_correct=rare."
zoko875,"Behaviour summary: correct_level=high, speed=moderate, timing_variability=stable, correct_streak=moderate, incorrect_streak=long, consecutive_correct=frequent."
sina926,"Behaviour summary: correct_level=medium, speed=fast, timing_variability=stable, correct_streak=long, incorrect_streak=moderate, consecutive_correct=frequent."
fise899,"Behaviour summary: correct_level=medium, speed=slow, timing_variability=moderately variable, correct_streak=short, incorrect_streak=long, consecutive_correct=occasional."
cija437,"Behaviour summary: correct_level=high, speed=fast, timing_variability=stable, correct_streak=moderate, incorrect_streak=short, consecutive_correct=frequent."
manu258,"Behaviour summary: correct_level=medium, speed=slow, timing_variability=highly variable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
zuwa573,"Behaviour summary: correct_level=high, speed=moderate, timing_variability=moderately variable, correct_streak=moderate, incorrect_streak=moderate, consecutive_correct=frequent."
joxi410,"Behaviour summary: correct_level=low, speed=slow, timing_variability=moderately variable, correct_streak=short, incorrect_streak=long, consecutive_correct=rare."
muta539,"Behaviour summary: correct_level=high, speed=fast, timing_variability=stable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
reqy562,"Behaviour summary: correct_level=high, speed=slow, timing_variability=moderately variable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
doxe492,"Behaviour summary: correct_level=high, speed=slow, timing_variability=moderately variable, correct_streak=moderate, incorrect_streak=short, consecutive_correct=frequent."
gylu244,"Behaviour summary: correct_level=low, speed=moderate, timing_variability=stable, correct_streak=moderate, incorrect_streak=long, consecutive_correct=rare."
maxy370,"Behaviour summary: correct_level=high, speed=moderate, timing_variability=highly variable, correct_streak=long, incorrect_streak=moderate, consecutive_correct=frequent."
ryko512,"Behaviour summary: correct_level=high, speed=slow, timing_variability=highly variable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
kula014,"Behaviour summary: correct_level=high, speed=slow, timing_variability=moderately variable, correct_streak=moderate, incorrect_streak=short, consecutive_correct=frequent."
jeqy595,"Behaviour summary: correct_level=low, speed=moderate, timing_variability=moderately variable, correct_streak=moderate, incorrect_streak=long, consecutive_correct=rare."
guva627,"Behaviour summary: correct_level=high, speed=moderate, timing_variability=stable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
lohy238,"Behaviour summary: correct_level=high, speed=moderate, timing_variability=highly variable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
cobi870,"Behaviour summary: correct_level=low, speed=moderate, timing_variability=moderately variable, correct_streak=long, incorrect_streak=long, consecutive_correct=occasional."
giki066,"Behaviour summary: correct_level=high, speed=fast, timing_variability=stable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
hywy001,"Behaviour summary: correct_level=medium, speed=fast, timing_variability=stable, correct_streak=moderate, incorrect_streak=short, consecutive_correct=occasional."
feji918,"Behaviour summary: correct_level=high, speed=slow, timing_variability=highly variable, correct_streak=long, incorrect_streak=moderate, consecutive_correct=frequent."
luli756,"Behaviour summary: correct_level=medium, speed=moderate, timing_variability=stable, correct_streak=long, incorrect_streak=moderate, consecutive_correct=frequent."
wumu083,"Behaviour summary: correct_level=high, speed=slow, timing_variability=highly variable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
cyga680,"Behaviour summary: correct_level=high, speed=fast, timing_variability=stable, correct_streak=long, incorrect_streak=moderate, consecutive_correct=frequent."
buvy316,"Behaviour summary: correct_level=medium, speed=slow, timing_variability=highly variable, correct_streak=short, incorrect_streak=moderate, consecutive_correct=occasional."
rejy122,"Behaviour summary: correct_level=high, speed=slow, timing_variability=highly variable, correct_streak=long, incorrect_streak=moderate, consecutive_correct=frequent."
dusi300,"Behaviour summary: correct_level=high, speed=slow, timing_variability=highly variable, correct_streak=moderate, incorrect_streak=short, consecutive_correct=frequent."
howe436,"Behaviour summary: correct_level=high, speed=slow, timing_variability=highly variable, correct_streak=moderate, incorrect_streak=short, consecutive_correct=frequent."
ropi792,"Behaviour summary: correct_level=high, speed=fast, timing_variability=stable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
jemy300,"Behaviour summary: correct_level=high, speed=fast, timing_variability=stable, correct_streak=moderate, incorrect_streak=short, consecutive_correct=frequent."
qexo432,"Behaviour summary: correct_level=medium, speed=moderate, timing_variability=stable, correct_streak=moderate, incorrect_streak=short, consecutive_correct=occasional."
kyso927,"Behaviour summary: correct_level=high, speed=fast, timing_variability=moderately variable, correct_streak=short, incorrect_streak=short, consecutive_correct=frequent."
cozi663,"Behaviour summary: correct_level=low, speed=fast, timing_variability=stable, correct_streak=short, incorrect_streak=long, consecutive_correct=rare."
vani542,"Behaviour summary: correct_level=medium, speed=fast, timing_variability=moderately variable, correct_streak=moderate, incorrect_streak=short, consecutive_correct=occasional."
kaxu871,"Behaviour summary: correct_level=high, speed=moderate, timing_variability=highly variable, correct_streak=moderate, incorrect_streak=moderate, consecutive_correct=frequent."
moku835,"Behaviour summary: correct_level=high, speed=fast, timing_variability=stable, correct_streak=moderate, incorrect_streak=short, consecutive_correct=frequent."
cahe192,"Behaviour summary: correct_level=high, speed=fast, timing_variability=stable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
feso129,"Behaviour summary: correct_level=high, speed=fast, timing_variability=stable, correct_streak=long, incorrect_streak=moderate, consecutive_correct=frequent."
tufa140,"Behaviour summary: correct_level=high, speed=fast, timing_variability=stable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
zigi489,"Behaviour summary: correct_level=low, speed=fast, timing_variability=stable, correct_streak=short, incorrect_streak=moderate, consecutive_correct=rare."
dahi696,"Behaviour summary: correct_level=high, speed=fast, timing_variability=stable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
quhe482,"Behaviour summary: correct_level=low, speed=fast, timing_variability=stable, correct_streak=short, incorrect_streak=long, consecutive_correct=rare."
taxa827,"Behaviour summary: correct_level=medium, speed=fast, timing_variability=stable, correct_streak=moderate, incorrect_streak=short, consecutive_correct=occasional."
vuga321,"Behaviour summary: correct_level=medium, speed=moderate, timing_variability=stable, correct_streak=short, incorrect_streak=short, consecutive_correct=occasional."
nycu731,"Behaviour summary: correct_level=high, speed=fast, timing_variability=stable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
raxy329,"Behaviour summary: correct_level=medium, speed=fast, timing_variability=moderately variable, correct_streak=long, incorrect_streak=short, consecutive_correct=occasional."
nyfe489,"Behaviour summary: correct_level=high, speed=moderate, timing_variability=highly variable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
texu966,"Behaviour summary: correct_level=low, speed=fast, timing_variability=stable, correct_streak=moderate, incorrect_streak=long, consecutive_correct=rare."
kifo712,"Behaviour summary: correct_level=low, speed=fast, timing_variability=stable, correct_streak=short, incorrect_streak=long, consecutive_correct=rare."
pajo050,"Behaviour summary: correct_level=low, speed=fast, timing_variability=moderately variable, correct_streak=moderate, incorrect_streak=long, consecutive_correct=occasional."
hefy659,"Behaviour summary: correct_level=low, speed=fast, timing_variability=stable, correct_streak=short, incorrect_streak=long, consecutive_correct=rare."
tujy672,"Behaviour summary: correct_level=medium, speed=fast, timing_variability=stable, correct_streak=long, incorrect_streak=long, consecutive_correct=frequent."
cyfe247,"Behaviour summary: correct_level=low, speed=fast, timing_variability=stable, correct_streak=short, incorrect_streak=long, consecutive_correct=rare."
xori482,"Behaviour summary: correct_level=medium, speed=fast, timing_variability=stable, correct_streak=moderate, incorrect_streak=long, consecutive_correct=occasional."
raje697,"Behaviour summary: correct_level=high, speed=slow, timing_variability=moderately variable, correct_streak=long, incorrect_streak=moderate, consecutive_correct=frequent."
biwu043,"Behaviour summary: correct_level=low, speed=moderate, timing_variability=stable, correct_streak=long, incorrect_streak=long, consecutive_correct=occasional."
cylu852,"Behaviour summary: correct_level=high, speed=slow, timing_variability=highly variable, correct_streak=moderate, incorrect_streak=short, consecutive_correct=occasional."
fode209,"Behaviour summary: correct_level=medium, speed=slow, timing_variability=highly variable, correct_streak=short, incorrect_streak=long, consecutive_correct=occasional."
woju333,"Behaviour summary: correct_level=low, speed=fast, timing_variability=moderately variable, correct_streak=moderate, incorrect_streak=long, consecutive_correct=occasional."
saca329,"Behaviour summary: correct_level=high, speed=moderate, timing_variability=moderately variable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
jizi110,"Behaviour summary: correct_level=medium, speed=moderate, timing_variability=highly variable, correct_streak=moderate, incorrect_streak=moderate, consecutive_correct=occasional."
vyxi492,"Behaviour summary: correct_level=high, speed=fast, timing_variability=moderately variable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
xehy451,"Behaviour summary: correct_level=medium, speed=slow, timing_variability=highly variable, correct_streak=long, incorrect_streak=short, consecutive_correct=occasional."
feke878,"Behaviour summary: correct_level=low, speed=slow, timing_variability=highly variable, correct_streak=moderate, incorrect_streak=moderate, consecutive_correct=rare."
rozu771,"Behaviour summary: correct_level=medium, speed=slow, timing_variability=highly variable, correct_streak=moderate, incorrect_streak=long, consecutive_correct=occasional."
duvi856,"Behaviour summary: correct_level=high, speed=moderate, timing_variability=highly variable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
nexu635,"Behaviour summary: correct_level=medium, speed=moderate, timing_variability=moderately variable, correct_streak=moderate, incorrect_streak=moderate, consecutive_correct=occasional."
cozi454,"Behaviour summary: correct_level=low, speed=slow, timing_variability=highly variable, correct_streak=short, incorrect_streak=moderate, consecutive_correct=rare."
saze236,"Behaviour summary: correct_level=medium, speed=slow, timing_variability=highly variable, correct_streak=long, incorrect_streak=long, consecutive_correct=occasional."
quzy338,"Behaviour summary: correct_level=medium, speed=slow, timing_variability=moderately variable, correct_streak=short, incorrect_streak=moderate, consecutive_correct=occasional."
lula174,"Behaviour summary: correct_level=high, speed=moderate, timing_variability=moderately variable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
buzo685,"Behaviour summary: correct_level=low, speed=moderate, timing_variability=moderately variable, correct_streak=short, incorrect_streak=short, consecutive_correct=rare."
huby293,"Behaviour summary: correct_level=high, speed=slow, timing_variability=highly variable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
dyhi182,"Behaviour summary: correct_level=medium, speed=slow, timing_variability=highly variable, correct_streak=long, incorrect_streak=short, consecutive_correct=occasional."
tatu362,"Behaviour summary: correct_level=high, speed=slow, timing_variability=highly variable, correct_streak=short, incorrect_streak=short, consecutive_correct=frequent."
bene344,"Behaviour summary: correct_level=medium, speed=moderate, timing_variability=highly variable, correct_streak=short, incorrect_streak=short, consecutive_correct=occasional."
keho061,"Behaviour summary: correct_level=low, speed=moderate, timing_variability=moderately variable, correct_streak=short, incorrect_streak=long, consecutive_correct=rare."
vyxy108,"Behaviour summary: correct_level=medium, speed=moderate, timing_variability=moderately variable, correct_streak=moderate, incorrect_streak=long, consecutive_correct=occasional."
zusa663,"Behaviour summary: correct_level=high, speed=moderate, timing_variability=moderately variable, correct_streak=moderate, incorrect_streak=short, consecutive_correct=frequent."
nehe056,"Behaviour summary: correct_level=high, speed=fast, timing_variability=moderately variable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
myve834,"Behaviour summary: correct_level=high, speed=fast, timing_variability=moderately variable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
tyhy481,"Behaviour summary: correct_level=low, speed=slow, timing_variability=highly variable, correct_streak=moderate, incorrect_streak=long, consecutive_correct=rare."
sati762,"Behaviour summary: correct_level=medium, speed=moderate, timing_variability=highly variable, correct_streak=long, incorrect_streak=long, consecutive_correct=occasional."
biku776,"Behaviour summary: correct_level=low, speed=moderate, timing_variability=highly variable, correct_streak=short, incorrect_streak=moderate, consecutive_correct=rare."
wify666,"Behaviour summary: correct_level=high, speed=moderate, timing_variability=moderately variable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
sony276,"Behaviour summary: correct_level=high, speed=moderate, timing_variability=moderately variable, correct_streak=long, incorrect_streak=moderate, consecutive_correct=frequent."
tusi463,"Behaviour summary: correct_level=medium, speed=moderate, timing_variability=highly variable, correct_streak=moderate, incorrect_streak=moderate, consecutive_correct=occasional."
baco446,"Behaviour summary: correct_level=low, speed=moderate, timing_variability=stable, correct_streak=moderate, incorrect_streak=long, consecutive_correct=rare."
coni238,"Behaviour summary: correct_level=medium, speed=moderate, timing_variability=stable, correct_streak=long, incorrect_streak=long, consecutive_correct=frequent."
tuvu087,"Behaviour summary: correct_level=low, speed=moderate, timing_variability=stable, correct_streak=moderate, incorrect_streak=long, consecutive_correct=rare."
vuci475,"Behaviour summary: correct_level=low, speed=moderate, timing_variability=stable, correct_streak=short, incorrect_streak=long, consecutive_correct=occasional."
seto741,"Behaviour summary: correct_level=low, speed=fast, timing_variability=stable, correct_streak=short, incorrect_streak=long, consecutive_correct=rare."
jewe923,"Behaviour summary: correct_level=medium, speed=moderate, timing_variability=stable, correct_streak=long, incorrect_streak=long, consecutive_correct=frequent."
jaqy340,"Behaviour summary: correct_level=medium, speed=moderate, timing_variability=moderately variable, correct_streak=long, incorrect_streak=long, consecutive_correct=occasional."
pubu440,"Behaviour summary: correct_level=low, speed=fast, timing_variability=stable, correct_streak=short, incorrect_streak=long, consecutive_correct=rare."
gyjy255,"Behaviour summary: correct_level=medium, speed=moderate, timing_variability=stable, correct_streak=long, incorrect_streak=long, consecutive_correct=occasional."
zyte492,"Behaviour summary: correct_level=high, speed=fast, timing_variability=moderately variable, correct_streak=moderate, incorrect_streak=short, consecutive_correct=frequent."
ruco451,"Behaviour summary: correct_level=low, speed=moderate, timing_variability=moderately variable, correct_streak=moderate, incorrect_streak=long, consecutive_correct=occasional."
loda300,"Behaviour summary: correct_level=medium, speed=fast, timing_variability=stable, correct_streak=long, incorrect_streak=long, consecutive_correct=occasional."
moly152,"Behaviour summary: correct_level=low, speed=moderate, timing_variability=stable, correct_streak=moderate, incorrect_streak=long, consecutive_correct=rare."
cuba307,"Behaviour summary: correct_level=medium, speed=moderate, timing_variability=moderately variable, correct_streak=long, incorrect_streak=long, consecutive_correct=occasional."
jupo405,"Behaviour summary: correct_level=low, speed=moderate, timing_variability=stable, correct_streak=short, incorrect_streak=long, consecutive_correct=rare."
xuke183,"Behaviour summary: correct_level=medium, speed=fast, timing_variability=stable, correct_streak=moderate, incorrect_streak=moderate, consecutive_correct=occasional."
mado232,"Behaviour summary: correct_level=low, speed=slow, timing_variability=moderately variable, correct_streak=short, incorrect_streak=long, consecutive_correct=rare."
zafy372,"Behaviour summary: correct_level=high, speed=moderate, timing_variability=stable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
gyly160,"Behaviour summary: correct_level=low, speed=fast, timing_variability=stable, correct_streak=moderate, incorrect_streak=long, consecutive_correct=rare."
tapi010,"Behaviour summary: correct_level=low, speed=fast, timing_variability=stable, correct_streak=short, incorrect_streak=long, consecutive_correct=rare."
gelu604,"Behaviour summary: correct_level=high, speed=fast, timing_variability=stable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
qiqi041,"Behaviour summary: correct_level=low, speed=moderate, timing_variability=stable, correct_streak=moderate, incorrect_streak=long, consecutive_correct=occasional."
ratu271,"Behaviour summary: correct_level=medium, speed=fast, timing_variability=highly variable, correct_streak=long, incorrect_streak=moderate, consecutive_correct=occasional."
kyqu130,"Behaviour summary: correct_level=high, speed=fast, timing_variability=stable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
lucu601,"Behaviour summary: correct_level=high, speed=fast, timing_variability=stable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
kama922,"Behaviour summary: correct_level=medium, speed=moderate, timing_variability=highly variable, correct_streak=short, incorrect_streak=moderate, consecutive_correct=occasional."
zoma564,"Behaviour summary: correct_level=medium, speed=fast, timing_variability=stable, correct_streak=moderate, incorrect_streak=long, consecutive_correct=occasional."
puju088,"Behaviour summary: correct_level=medium, speed=slow, timing_variability=highly variable, correct_streak=moderate, incorrect_streak=short, consecutive_correct=occasional."
jufy997,"Behaviour summary: correct_level=high, speed=slow, timing_variability=highly variable, correct_streak=moderate, incorrect_streak=short, consecutive_correct=frequent."
wyja070,"Behaviour summary: correct_level=medium, speed=moderate, timing_variability=highly variable, correct_streak=short, incorrect_streak=moderate, consecutive_correct=occasional."
dasy955,"Behaviour summary: correct_level=medium, speed=fast, timing_variability=stable, correct_streak=moderate, incorrect_streak=short, consecutive_correct=occasional."
wyki565,"Behaviour summary: correct_level=low, speed=fast, timing_variability=stable, correct_streak=moderate, incorrect_streak=moderate, consecutive_correct=rare."
garu074,"Behaviour summary: correct_level=high, speed=fast, timing_variability=stable, correct_streak=moderate, incorrect_streak=moderate, consecutive_correct=frequent."
qyxy586,"Behaviour summary: correct_level=high, speed=moderate, timing_variability=highly variable, correct_streak=long, incorrect_streak=moderate, consecutive_correct=frequent."
kegi864,"Behaviour summary: correct_level=high, speed=fast, timing_variability=moderately variable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
gyge774,"Behaviour summary: correct_level=medium, speed=fast, timing_variability=moderately variable, correct_streak=long, incorrect_streak=short, consecutive_correct=occasional."
vyda893,"Behaviour summary: correct_level=low, speed=fast, timing_variability=stable, correct_streak=short, incorrect_streak=long, consecutive_correct=rare."
vuvy608,"Behaviour summary: correct_level=high, speed=moderate, timing_variability=highly variable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
vizo712,"Behaviour summary: correct_level=high, speed=fast, timing_variability=stable, correct_streak=moderate, incorrect_streak=short, consecutive_correct=occasional."
givi158,"Behaviour summary: correct_level=low, speed=slow, timing_variability=highly variable, correct_streak=short, incorrect_streak=long, consecutive_correct=rare."
caro445,"Behaviour summary: correct_level=high, speed=moderate, timing_variability=moderately variable, correct_streak=long, incorrect_streak=moderate, consecutive_correct=frequent."
nene689,"Behaviour summary: correct_level=high, speed=moderate, timing_variability=highly variable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
ryfy568,"Behaviour summary: correct_level=low, speed=fast, timing_variability=stable, correct_streak=short, incorrect_streak=short, consecutive_correct=rare."
johy783,"Behaviour summary: correct_level=low, speed=slow, timing_variability=highly variable, correct_streak=short, incorrect_streak=long, consecutive_correct=rare."
sulo956,"Behaviour summary: correct_level=low, speed=slow, timing_variability=highly variable, correct_streak=short, incorrect_streak=moderate, consecutive_correct=rare."
gony054,"Behaviour summary: correct_level=high, speed=moderate, timing_variability=highly variable, correct_streak=moderate, incorrect_streak=short, consecutive_correct=frequent."
puca767,"Behaviour summary: correct_level=medium, speed=slow, timing_variability=highly variable, correct_streak=moderate, incorrect_streak=short, consecutive_correct=occasional."
baky109,"Behaviour summary: correct_level=low, speed=moderate, timing_variability=stable, correct_streak=short, incorrect_streak=long, consecutive_correct=rare."
mabo887,"Behaviour summary: correct_level=medium, speed=moderate, timing_variability=moderately variable, correct_streak=moderate, incorrect_streak=moderate, consecutive_correct=occasional."
cona428,"Behaviour summary: correct_level=high, speed=moderate, timing_variability=highly variable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
lilo882,"Behaviour summary: correct_level=medium, speed=moderate, timing_variability=moderately variable, correct_streak=moderate, incorrect_streak=short, consecutive_correct=occasional."
gycy436,"Behaviour summary: correct_level=medium, speed=moderate, timing_variability=moderately variable, correct_streak=long, incorrect_streak=long, consecutive_correct=occasional."
jyri631,"Behaviour summary: correct_level=high, speed=slow, timing_variability=highly variable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
safu128,"Behaviour summary: correct_level=high, speed=slow, timing_variability=moderately variable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
fore104,"Behaviour summary: correct_level=high, speed=moderate, timing_variability=moderately variable, correct_streak=moderate, incorrect_streak=short, consecutive_correct=frequent."
zabe850,"Behaviour summary: correct_level=high, speed=moderate, timing_variability=moderately variable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
woci389,"Behaviour summary: correct_level=medium, speed=slow, timing_variability=highly variable, correct_streak=moderate, incorrect_streak=short, consecutive_correct=occasional."
kygi723,"Behaviour summary: correct_level=medium, speed=slow, timing_variability=highly variable, correct_streak=long, incorrect_streak=long, consecutive_correct=frequent."
qejy219,"Behaviour summary: correct_level=high, speed=moderate, timing_variability=moderately variable, correct_streak=moderate, incorrect_streak=short, consecutive_correct=frequent."
jago498,"Behaviour summary: correct_level=high, speed=moderate, timing_variability=highly variable, correct_streak=moderate, incorrect_streak=short, consecutive_correct=frequent."
buby593,"Behaviour summary: correct_level=high, speed=fast, timing_variability=stable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
dapu822,"Behaviour summary: correct_level=high, speed=slow, timing_variability=highly variable, correct_streak=moderate, incorrect_streak=moderate, consecutive_correct=frequent."
sugu976,"Behaviour summary: correct_level=low, speed=fast, timing_variability=stable, correct_streak=short, incorrect_streak=long, consecutive_correct=rare."
wuxa997,"Behaviour summary: correct_level=low, speed=slow, timing_variability=moderately variable, correct_streak=moderate, incorrect_streak=long, consecutive_correct=occasional."
tiqy778,"Behaviour summary: correct_level=high, speed=fast, timing_variability=stable, correct_streak=long, incorrect_streak=short, consecutive_correct=occasional."
xyfe491,"Behaviour summary: correct_level=low, speed=moderate, timing_variability=moderately variable, correct_streak=short, incorrect_streak=long, consecutive_correct=rare."
ryhy064,"Behaviour summary: correct_level=high, speed=fast, timing_variability=moderately variable, correct_streak=long, incorrect_streak=moderate, consecutive_correct=frequent."
kufi222,"Behaviour summary: correct_level=medium, speed=fast, timing_variability=stable, correct_streak=long, incorrect_streak=long, consecutive_correct=occasional."
xaja332,"Behaviour summary: correct_level=medium, speed=moderate, timing_variability=moderately variable, correct_streak=moderate, incorrect_streak=long, consecutive_correct=occasional."
fofa613,"Behaviour summary: correct_level=low, speed=fast, timing_variability=stable, correct_streak=short, incorrect_streak=long, consecutive_correct=rare."
viba035,"Behaviour summary: correct_level=low, speed=moderate, timing_variability=moderately variable, correct_streak=moderate, incorrect_streak=long, consecutive_correct=rare."
qewy924,"Behaviour summary: correct_level=high, speed=fast, timing_variability=stable, correct_streak=moderate, incorrect_streak=moderate, consecutive_correct=frequent."
pytu496,"Behaviour summary: correct_level=medium, speed=fast, timing_variability=moderately variable, correct_streak=moderate, incorrect_streak=moderate, consecutive_correct=occasional."
tosa657,"Behaviour summary: correct_level=high, speed=fast, timing_variability=stable, correct_streak=moderate, incorrect_streak=short, consecutive_correct=frequent."
keri121,"Behaviour summary: correct_level=high, speed=fast, timing_variability=stable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
bofi991,"Behaviour summary: correct_level=low, speed=moderate, timing_variability=moderately variable, correct_streak=moderate, incorrect_streak=long, consecutive_correct=rare."
bihi184,"Behaviour summary: correct_level=low, speed=fast, timing_variability=stable, correct_streak=short, incorrect_streak=long, consecutive_correct=rare."
